연도,항목,심     야(0시-4시),새     벽(4시-7시),오     전(7시-12시),오     후(12시-18시),초 저 녁(18시-20시),밤(20시-24시)
평균,강력범,272.9,74.4,76.1,124.6,63.8,141.5
